,plantheight,plantwidth,phvalue,temp,humid,moist,growth,possible,light
525,44,27,10,19,64,28,1.6296296296296295,0,5491
526,38,34,8,25,93,33,1.1176470588235294,0,7225
527,21,30,4,39,93,34,0.7,0,11271
528,111,25,6,33,42,27,4.44,1,9537
529,32,18,5,17,70,19,1.7777777777777777,0,4913
530,102,32,3,23,57,38,3.1875,1,6647
531,39,19,5,22,46,19,2.0526315789473686,1,6358
532,33,40,4,25,96,10,0.825,0,7225
533,49,16,3,32,57,17,3.0625,1,9248
534,94,39,9,29,99,18,2.41025641025641,1,8381
535,98,15,9,38,56,36,6.533333333333333,1,10982
536,71,37,4,37,68,24,1.9189189189189189,0,10693
537,61,36,9,26,104,44,1.6944444444444444,0,7514
538,118,28,6,18,44,14,4.214285714285714,1,5202
539,107,30,6,23,109,36,3.566666666666667,1,6647
540,33,15,5,30,57,17,2.2,1,8670
541,114,29,3,20,78,41,3.9310344827586206,1,5780
542,104,16,5,34,82,12,6.5,1,9826
543,49,20,5,19,98,14,2.45,1,5491
544,29,25,9,18,82,22,1.16,0,5202
545,15,30,7,23,60,33,0.5,0,6647
546,26,31,6,39,87,39,0.8387096774193549,0,11271
547,83,22,8,35,95,16,3.772727272727273,1,10115
548,40,38,7,18,96,35,1.0526315789473684,0,5202
549,78,22,10,22,86,31,3.5454545454545454,1,6358
550,108,19,7,27,70,44,5.684210526315789,1,7803
551,107,22,7,22,99,44,4.863636363636363,1,6358
552,86,36,4,38,60,32,2.388888888888889,1,10982
553,75,34,10,39,49,27,2.2058823529411766,1,11271
554,111,31,4,34,104,34,3.5806451612903225,1,9826
555,17,17,3,40,52,17,1.0,0,11560
556,70,26,7,21,70,32,2.6923076923076925,1,6069
557,20,34,5,33,54,32,0.5882352941176471,0,9537
558,16,30,4,18,63,16,0.5333333333333333,0,5202
559,19,20,7,21,104,41,0.95,0,6069
560,32,27,3,21,62,26,1.1851851851851851,0,6069
561,60,33,8,36,100,29,1.8181818181818181,0,10404
562,70,17,3,34,108,16,4.117647058823529,1,9826
563,36,33,6,38,99,22,1.0909090909090908,0,10982
564,57,38,5,26,92,20,1.5,0,7514
565,101,29,9,26,81,31,3.4827586206896552,1,7514
566,84,17,8,35,79,19,4.9411764705882355,1,10115
567,91,26,3,34,92,25,3.5,1,9826
568,45,34,9,35,48,39,1.3235294117647058,0,10115
569,25,34,5,18,71,45,0.7352941176470589,0,5202
570,66,20,10,39,46,17,3.3,1,11271
571,72,17,5,26,88,29,4.235294117647059,1,7514
572,107,34,5,32,108,19,3.1470588235294117,1,9248
573,34,18,10,23,77,28,1.8888888888888888,0,6647
574,118,28,7,23,54,35,4.214285714285714,1,6647
575,108,37,4,21,41,25,2.918918918918919,1,6069
576,99,31,8,24,104,18,3.193548387096774,1,6936
577,58,27,3,33,58,13,2.1481481481481484,1,9537
578,99,34,6,28,60,39,2.911764705882353,1,8092
579,114,35,5,31,56,24,3.257142857142857,1,8959
580,16,33,10,27,81,23,0.48484848484848486,0,7803
581,98,16,4,26,81,38,6.125,1,7514
582,71,14,6,23,87,13,5.071428571428571,1,6647
583,37,17,4,29,57,40,2.176470588235294,1,8381
584,104,40,6,26,99,14,2.6,1,7514
585,96,19,4,25,90,19,5.052631578947368,1,7225
586,89,34,3,32,44,35,2.6176470588235294,1,9248
587,66,19,4,37,108,20,3.473684210526316,1,10693
588,54,39,6,32,76,23,1.3846153846153846,0,9248
589,23,34,10,36,74,10,0.6764705882352942,0,10404
590,110,38,4,38,71,35,2.8947368421052633,1,10982
591,39,17,9,27,44,16,2.2941176470588234,1,7803
592,40,22,3,38,94,32,1.8181818181818181,0,10982
593,75,34,10,37,45,26,2.2058823529411766,1,10693
594,107,16,6,30,87,27,6.6875,1,8670
595,70,39,10,25,91,41,1.794871794871795,0,7225
596,116,27,9,37,70,25,4.296296296296297,1,10693
597,82,17,8,36,58,16,4.823529411764706,1,10404
598,57,19,4,26,76,34,3.0,1,7514
599,73,24,3,21,94,37,3.0416666666666665,1,6069
600,110,26,4,18,98,11,4.230769230769231,1,5202
601,110,33,10,31,96,13,3.3333333333333335,1,8959
602,60,29,7,35,68,32,2.0689655172413794,1,10115
603,40,23,4,23,83,11,1.7391304347826086,0,6647
604,72,16,6,19,59,45,4.5,1,5491
605,30,35,5,24,58,31,0.8571428571428571,0,6936
606,71,36,9,30,61,10,1.9722222222222223,0,8670
607,80,39,6,21,94,32,2.051282051282051,1,6069
608,42,19,4,19,56,17,2.210526315789474,1,5491
609,20,26,6,39,74,16,0.7692307692307693,0,11271
610,51,25,7,18,109,22,2.04,1,5202
611,22,27,7,17,51,45,0.8148148148148148,0,4913
612,51,16,3,38,81,26,3.1875,1,10982
613,86,29,6,22,87,10,2.9655172413793105,1,6358
614,28,34,3,26,67,26,0.8235294117647058,0,7514
615,109,33,6,23,78,22,3.303030303030303,1,6647
616,102,35,6,23,86,34,2.914285714285714,1,6647
617,81,21,4,37,108,38,3.857142857142857,1,10693
618,30,27,5,28,51,32,1.1111111111111112,0,8092
619,44,24,4,24,40,32,1.8333333333333333,0,6936
620,61,35,10,17,53,36,1.7428571428571429,0,4913
621,119,40,5,17,105,13,2.975,1,4913
622,76,19,7,37,52,12,4.0,1,10693
623,21,27,4,17,48,23,0.7777777777777778,0,4913
624,108,15,9,32,43,25,7.2,1,9248
625,113,28,9,26,97,42,4.035714285714286,1,7514
626,110,21,6,23,103,28,5.238095238095238,1,6647
627,44,40,8,27,64,30,1.1,0,7803
628,57,40,5,36,88,27,1.425,0,10404
629,44,25,3,33,93,30,1.76,0,9537
630,47,19,5,17,58,28,2.473684210526316,1,4913
631,56,23,7,32,44,36,2.4347826086956523,1,9248
632,39,30,10,28,44,12,1.3,0,8092
633,120,14,4,23,56,24,8.571428571428571,1,6647
634,34,23,7,23,110,33,1.4782608695652173,0,6647
635,55,36,7,34,87,45,1.5277777777777777,0,9826
636,51,27,10,39,99,19,1.8888888888888888,0,11271
637,88,30,4,34,48,15,2.933333333333333,1,9826
638,55,27,3,37,79,39,2.037037037037037,1,10693
639,33,28,6,19,92,19,1.1785714285714286,0,5491
640,97,40,9,26,58,29,2.425,1,7514
641,66,20,7,29,93,28,3.3,1,8381
642,34,22,3,33,62,12,1.5454545454545454,0,9537
643,92,22,10,17,92,42,4.181818181818182,1,4913
644,120,39,8,37,42,41,3.076923076923077,1,10693
645,98,40,4,40,103,24,2.45,1,11560
646,35,21,6,20,89,20,1.6666666666666667,0,5780
647,60,28,10,20,49,24,2.142857142857143,1,5780
648,42,28,5,40,47,32,1.5,0,11560
649,35,23,10,39,72,22,1.5217391304347827,0,11271
650,104,22,10,34,69,45,4.7272727272727275,1,9826
651,96,17,10,21,77,43,5.647058823529412,1,6069
652,44,38,8,29,48,17,1.1578947368421053,0,8381
653,17,26,3,27,78,23,0.6538461538461539,0,7803
654,108,32,4,32,53,35,3.375,1,9248
655,104,33,8,36,96,15,3.1515151515151514,1,10404
656,24,26,7,39,107,26,0.9230769230769231,0,11271
657,106,17,4,35,42,36,6.235294117647059,1,10115
658,86,22,9,38,72,39,3.909090909090909,1,10982
659,23,34,3,25,66,27,0.6764705882352942,0,7225
660,101,35,3,24,82,40,2.8857142857142857,1,6936
661,91,18,9,23,57,36,5.055555555555555,1,6647
662,90,35,4,30,101,25,2.5714285714285716,1,8670
663,15,33,5,21,42,14,0.45454545454545453,0,6069
664,62,16,6,27,106,10,3.875,1,7803
665,29,18,9,20,75,23,1.6111111111111112,0,5780
666,45,35,6,29,110,44,1.2857142857142858,0,8381
667,43,35,8,35,89,17,1.2285714285714286,0,10115
668,43,18,8,27,71,11,2.388888888888889,1,7803
669,76,20,4,26,82,43,3.8,1,7514
670,75,20,6,17,52,19,3.75,1,4913
671,22,17,9,21,55,23,1.2941176470588236,0,6069
672,53,35,9,25,94,19,1.5142857142857142,0,7225
673,108,25,4,34,75,19,4.32,1,9826
674,82,17,5,33,90,15,4.823529411764706,1,9537
675,99,32,9,31,51,40,3.09375,1,8959
676,112,32,5,36,63,11,3.5,1,10404
677,63,26,8,17,56,25,2.423076923076923,1,4913
678,88,33,9,28,103,26,2.6666666666666665,1,8092
679,31,40,7,18,102,20,0.775,0,5202
680,101,27,6,18,43,43,3.740740740740741,1,5202
681,23,40,5,40,90,27,0.575,0,11560
682,107,26,3,39,72,39,4.115384615384615,1,11271
683,32,25,3,28,54,40,1.28,0,8092
684,114,21,3,27,73,38,5.428571428571429,1,7803
685,82,36,6,22,91,41,2.2777777777777777,1,6358
686,15,25,8,34,67,35,0.6,0,9826
687,43,18,4,32,55,17,2.388888888888889,1,9248
688,109,20,6,30,53,30,5.45,1,8670
689,21,28,4,29,66,15,0.75,0,8381
690,108,15,3,22,84,37,7.2,1,6358
691,58,28,5,18,77,20,2.0714285714285716,1,5202
692,114,31,8,22,90,42,3.6774193548387095,1,6358
693,41,27,8,28,47,10,1.5185185185185186,0,8092
694,117,30,9,31,110,14,3.9,1,8959
695,45,14,6,29,53,41,3.2142857142857144,1,8381
696,99,16,3,24,88,33,6.1875,1,6936
697,31,34,6,30,69,11,0.9117647058823529,0,8670
698,80,14,4,22,62,16,5.714285714285714,1,6358
699,105,35,5,40,68,40,3.0,1,11560
700,64,21,5,30,103,27,3.0476190476190474,1,8670
701,32,28,5,31,103,26,1.1428571428571428,0,8959
702,34,22,8,40,40,22,1.5454545454545454,0,11560
703,74,32,3,26,84,16,2.3125,1,7514
704,25,37,8,28,101,30,0.6756756756756757,0,8092
705,37,16,5,30,108,33,2.3125,1,8670
706,41,35,5,37,107,27,1.1714285714285715,0,10693
707,43,39,10,20,82,43,1.1025641025641026,0,5780
708,22,24,7,36,79,26,0.9166666666666666,0,10404
709,35,28,9,29,67,42,1.25,0,8381
710,74,15,10,31,48,30,4.933333333333334,1,8959
711,83,28,4,23,41,23,2.9642857142857144,1,6647
712,57,39,10,31,69,24,1.4615384615384615,0,8959
713,42,32,10,40,109,16,1.3125,0,11560
714,79,33,3,31,63,22,2.393939393939394,1,8959
715,97,28,6,39,52,28,3.4642857142857144,1,11271
716,98,22,10,18,90,41,4.454545454545454,1,5202
717,97,27,4,30,103,13,3.5925925925925926,1,8670
718,72,17,10,39,94,14,4.235294117647059,1,11271
719,39,22,10,37,66,12,1.7727272727272727,0,10693
720,108,40,6,18,101,16,2.7,1,5202
721,16,28,5,24,91,44,0.5714285714285714,0,6936
722,16,40,5,19,56,16,0.4,0,5491
723,71,34,6,38,88,25,2.088235294117647,1,10982
724,59,23,5,19,48,14,2.5652173913043477,1,5491
725,109,29,8,33,41,22,3.7586206896551726,1,9537
726,81,26,9,17,103,40,3.1153846153846154,1,4913
727,113,28,4,20,70,42,4.035714285714286,1,5780
728,50,25,9,29,73,26,2.0,0,8381
729,16,21,8,23,93,23,0.7619047619047619,0,6647
730,110,27,3,21,99,36,4.074074074074074,1,6069
731,65,32,6,20,64,34,2.03125,1,5780
732,72,22,8,38,55,20,3.272727272727273,1,10982
733,33,35,3,35,54,26,0.9428571428571428,0,10115
734,30,36,8,39,70,41,0.8333333333333334,0,11271
735,47,14,7,26,109,10,3.357142857142857,1,7514
736,33,35,9,28,59,12,0.9428571428571428,0,8092
737,77,14,3,39,50,37,5.5,1,11271
738,25,22,5,19,100,32,1.1363636363636365,0,5491
739,97,22,10,37,110,29,4.409090909090909,1,10693
740,85,31,7,28,59,24,2.7419354838709675,1,8092
741,114,23,9,19,62,37,4.956521739130435,1,5491
742,36,30,8,29,75,37,1.2,0,8381
743,84,39,8,23,43,25,2.1538461538461537,1,6647
744,75,38,6,36,70,32,1.9736842105263157,0,10404
745,71,22,9,22,98,11,3.227272727272727,1,6358
746,31,20,8,36,72,40,1.55,0,10404
747,98,23,4,20,52,36,4.260869565217392,1,5780
748,61,25,5,27,87,15,2.44,1,7803
749,86,30,10,37,74,29,2.8666666666666667,1,10693
750,57,32,6,29,99,12,1.78125,0,8381
751,112,36,7,30,49,10,3.111111111111111,1,8670
752,53,29,7,31,59,21,1.8275862068965518,0,8959
753,18,22,9,26,40,35,0.8181818181818182,0,7514
754,106,34,8,23,71,12,3.1176470588235294,1,6647
755,57,14,3,26,56,19,4.071428571428571,1,7514
756,80,29,4,28,106,38,2.7586206896551726,1,8092
757,52,32,10,18,84,30,1.625,0,5202
758,82,38,10,27,81,22,2.1578947368421053,1,7803
759,19,40,6,36,47,10,0.475,0,10404
760,64,20,8,18,67,45,3.2,1,5202
761,64,23,6,24,62,32,2.782608695652174,1,6936
762,110,27,5,19,74,39,4.074074074074074,1,5491
763,69,28,8,35,48,45,2.4642857142857144,1,10115
764,32,17,3,18,77,42,1.8823529411764706,0,5202
765,95,14,3,19,79,42,6.785714285714286,1,5491
766,111,40,9,31,68,12,2.775,1,8959
767,68,25,6,35,61,33,2.72,1,10115
768,109,35,8,17,44,44,3.1142857142857143,1,4913
769,91,32,5,28,100,29,2.84375,1,8092
770,28,22,7,33,53,19,1.2727272727272727,0,9537
771,99,37,8,24,76,34,2.675675675675676,1,6936
772,49,15,5,24,45,34,3.2666666666666666,1,6936
773,60,34,5,28,94,21,1.7647058823529411,0,8092
774,32,30,8,40,74,38,1.0666666666666667,0,11560
775,116,37,9,31,84,41,3.135135135135135,1,8959
776,47,27,10,21,44,43,1.7407407407407407,0,6069
777,117,24,9,24,45,14,4.875,1,6936
778,84,28,10,36,45,40,3.0,1,10404
779,114,35,3,35,72,23,3.257142857142857,1,10115
780,29,25,6,19,54,30,1.16,0,5491
781,93,16,9,30,107,26,5.8125,1,8670
782,42,30,5,38,89,26,1.4,0,10982
783,38,32,3,30,95,21,1.1875,0,8670
784,34,26,5,18,82,12,1.3076923076923077,0,5202
785,120,28,3,20,42,43,4.285714285714286,1,5780
786,58,33,8,28,55,27,1.7575757575757576,0,8092
787,98,15,10,20,79,43,6.533333333333333,1,5780
788,98,17,10,32,98,36,5.764705882352941,1,9248
789,81,21,4,24,75,18,3.857142857142857,1,6936
790,71,35,3,24,75,15,2.0285714285714285,1,6936
791,101,27,3,19,103,14,3.740740740740741,1,5491
792,96,31,5,28,78,44,3.096774193548387,1,8092
793,37,34,9,24,65,42,1.088235294117647,0,6936
794,58,19,7,17,107,31,3.0526315789473686,1,4913
795,85,24,9,24,97,38,3.5416666666666665,1,6936
796,85,40,9,19,109,30,2.125,1,5491
797,70,39,8,39,69,26,1.794871794871795,0,11271
798,106,25,6,25,43,14,4.24,1,7225
799,74,38,7,29,73,11,1.9473684210526316,0,8381
800,31,39,4,30,103,20,0.7948717948717948,0,8670
801,108,30,7,18,110,39,3.6,1,5202
802,107,31,6,36,40,32,3.4516129032258065,1,10404
803,87,40,8,17,87,29,2.175,1,4913
804,118,34,10,38,68,41,3.4705882352941178,1,10982
805,23,23,7,39,94,22,1.0,0,11271
806,118,40,10,35,75,45,2.95,1,10115
807,59,38,4,22,63,10,1.5526315789473684,0,6358
808,56,36,8,31,90,13,1.5555555555555556,0,8959
809,91,20,5,37,74,12,4.55,1,10693
810,72,34,4,29,106,29,2.1176470588235294,1,8381
811,63,35,10,23,59,30,1.8,0,6647
812,64,34,3,17,73,19,1.8823529411764706,0,4913
813,19,37,10,21,93,37,0.5135135135135135,0,6069
814,103,38,8,37,78,30,2.710526315789474,1,10693
815,45,15,10,33,51,30,3.0,1,9537
816,59,14,10,18,108,14,4.214285714285714,1,5202
817,57,21,8,36,97,36,2.7142857142857144,1,10404
818,61,20,5,37,103,45,3.05,1,10693
819,82,39,3,19,99,10,2.1025641025641026,1,5491
820,92,25,9,34,79,29,3.68,1,9826
821,90,20,3,35,94,22,4.5,1,10115
822,113,27,3,34,60,15,4.185185185185185,1,9826
823,50,16,5,30,92,40,3.125,1,8670
824,85,14,5,37,75,15,6.071428571428571,1,10693
825,29,35,7,39,42,24,0.8285714285714286,0,11271
826,87,30,7,28,45,34,2.9,1,8092
827,60,17,7,34,44,44,3.5294117647058822,1,9826
828,49,24,6,20,56,41,2.0416666666666665,1,5780
829,108,40,6,21,107,28,2.7,1,6069
830,90,30,9,25,93,10,3.0,1,7225
831,80,35,4,23,65,35,2.2857142857142856,1,6647
832,75,29,4,28,61,36,2.586206896551724,1,8092
833,57,30,3,37,51,44,1.9,0,10693
834,38,18,5,28,54,29,2.111111111111111,1,8092
835,25,16,6,21,79,14,1.5625,0,6069
836,102,22,5,29,44,40,4.636363636363637,1,8381
837,35,25,4,21,65,37,1.4,0,6069
838,96,19,9,33,71,22,5.052631578947368,1,9537
839,35,33,7,17,104,10,1.0606060606060606,0,4913
840,105,28,8,21,63,22,3.75,1,6069
841,92,20,8,22,66,14,4.6,1,6358
842,88,18,9,20,95,37,4.888888888888889,1,5780
843,18,17,3,19,92,24,1.0588235294117647,0,5491
844,84,24,4,26,54,24,3.5,1,7514
845,59,24,8,24,83,15,2.4583333333333335,1,6936
846,91,17,6,31,60,41,5.352941176470588,1,8959
847,58,27,5,18,75,16,2.1481481481481484,1,5202
848,26,37,4,27,75,22,0.7027027027027027,0,7803
849,58,24,4,29,77,28,2.4166666666666665,1,8381
850,25,35,6,31,92,31,0.7142857142857143,0,8959
851,111,27,6,35,50,24,4.111111111111111,1,10115
852,52,32,9,39,77,18,1.625,0,11271
853,42,23,6,32,54,19,1.826086956521739,0,9248
854,96,37,8,38,41,27,2.5945945945945947,1,10982
855,56,37,9,23,110,42,1.5135135135135136,0,6647
856,40,20,4,40,92,24,2.0,0,11560
857,60,24,5,34,40,22,2.5,1,9826
858,31,28,9,30,79,45,1.1071428571428572,0,8670
859,81,23,3,35,74,31,3.5217391304347827,1,10115
860,74,15,9,35,110,13,4.933333333333334,1,10115
861,61,22,9,36,59,33,2.772727272727273,1,10404
862,36,30,8,37,102,41,1.2,0,10693
863,119,23,8,35,84,15,5.173913043478261,1,10115
864,51,35,7,26,56,29,1.457142857142857,0,7514
865,95,23,10,34,97,31,4.130434782608695,1,9826
866,77,29,10,40,109,40,2.6551724137931036,1,11560
867,91,35,8,21,50,11,2.6,1,6069
868,33,24,8,23,65,29,1.375,0,6647
869,43,16,5,17,104,11,2.6875,1,4913
870,114,29,5,25,101,22,3.9310344827586206,1,7225
871,72,27,7,37,41,19,2.6666666666666665,1,10693
872,96,25,8,20,47,10,3.84,1,5780
873,85,37,10,21,65,12,2.2972972972972974,1,6069
874,25,19,7,40,108,42,1.3157894736842106,0,11560
875,90,17,8,22,65,20,5.294117647058823,1,6358
876,110,28,9,27,110,19,3.9285714285714284,1,7803
877,108,36,4,37,88,34,3.0,1,10693
878,78,32,9,36,99,10,2.4375,1,10404
879,108,19,7,37,82,45,5.684210526315789,1,10693
880,99,24,10,29,61,21,4.125,1,8381
881,62,28,10,30,104,23,2.2142857142857144,1,8670
882,55,40,10,33,42,42,1.375,0,9537
883,76,16,5,33,72,36,4.75,1,9537
884,79,26,8,28,43,44,3.0384615384615383,1,8092
885,21,26,7,29,94,32,0.8076923076923077,0,8381
886,63,38,3,33,83,19,1.6578947368421053,0,9537
887,17,21,5,29,97,23,0.8095238095238095,0,8381
888,120,23,10,33,76,44,5.217391304347826,1,9537
889,16,28,5,38,78,33,0.5714285714285714,0,10982
890,116,32,3,39,104,23,3.625,1,11271
891,34,32,5,31,80,28,1.0625,0,8959
892,103,33,8,37,90,28,3.121212121212121,1,10693
893,26,15,7,24,91,36,1.7333333333333334,0,6936
894,15,17,9,17,70,39,0.8823529411764706,0,4913
895,109,21,5,34,104,31,5.190476190476191,1,9826
896,60,16,10,27,55,11,3.75,1,7803
897,114,27,10,21,91,19,4.222222222222222,1,6069
898,62,18,7,34,98,37,3.4444444444444446,1,9826
899,96,20,5,28,96,10,4.8,1,8092
900,53,29,10,35,107,42,1.8275862068965518,0,10115
901,93,38,3,28,44,13,2.4473684210526314,1,8092
902,120,17,6,19,46,10,7.0588235294117645,1,5491
903,98,32,6,35,54,15,3.0625,1,10115
904,55,27,4,18,82,12,2.037037037037037,1,5202
905,60,30,5,23,49,44,2.0,0,6647
906,92,34,5,25,89,41,2.7058823529411766,1,7225
907,31,29,4,35,74,29,1.0689655172413792,0,10115
908,59,14,8,34,106,11,4.214285714285714,1,9826
909,16,24,9,37,101,36,0.6666666666666666,0,10693
910,113,35,5,20,69,11,3.2285714285714286,1,5780
911,49,17,5,18,81,37,2.8823529411764706,1,5202
912,67,33,5,38,61,20,2.0303030303030303,1,10982
913,100,37,4,39,67,13,2.7027027027027026,1,11271
914,65,16,5,18,54,25,4.0625,1,5202
915,73,25,3,34,49,33,2.92,1,9826
916,93,24,8,39,44,24,3.875,1,11271
917,76,40,9,35,77,15,1.9,0,10115
918,42,27,6,27,97,42,1.5555555555555556,0,7803
919,57,18,4,39,101,41,3.1666666666666665,1,11271
920,23,32,8,36,87,44,0.71875,0,10404
921,81,15,9,37,59,19,5.4,1,10693
922,52,37,10,34,100,24,1.4054054054054055,0,9826
923,63,38,9,35,44,45,1.6578947368421053,0,10115
924,100,27,6,17,66,45,3.7037037037037037,1,4913
925,68,16,10,23,92,21,4.25,1,6647
926,22,22,10,23,48,45,1.0,0,6647
927,27,34,8,37,48,11,0.7941176470588235,0,10693
928,98,22,6,34,71,16,4.454545454545454,1,9826
929,90,26,8,29,104,34,3.4615384615384617,1,8381
930,103,33,6,32,53,38,3.121212121212121,1,9248
931,94,19,10,18,97,14,4.947368421052632,1,5202
932,91,21,3,32,59,37,4.333333333333333,1,9248
933,63,18,5,26,57,44,3.5,1,7514
934,60,37,9,28,100,41,1.6216216216216217,0,8092
935,120,35,5,20,85,24,3.4285714285714284,1,5780
936,99,34,10,39,68,25,2.911764705882353,1,11271
937,114,29,9,37,51,20,3.9310344827586206,1,10693
938,75,38,7,35,43,42,1.9736842105263157,0,10115
939,78,34,5,21,41,14,2.2941176470588234,1,6069
940,99,31,9,25,46,17,3.193548387096774,1,7225
941,83,26,10,31,66,20,3.1923076923076925,1,8959
942,78,17,5,24,104,28,4.588235294117647,1,6936
943,108,27,10,19,61,43,4.0,1,5491
944,76,33,9,22,62,14,2.303030303030303,1,6358
945,87,31,6,17,46,23,2.806451612903226,1,4913
946,59,35,3,29,103,18,1.6857142857142857,0,8381
947,23,39,6,25,75,26,0.5897435897435898,0,7225
948,19,33,6,29,85,13,0.5757575757575758,0,8381
949,50,35,9,31,102,44,1.4285714285714286,0,8959
950,62,18,7,36,98,17,3.4444444444444446,1,10404
951,75,25,5,32,78,38,3.0,1,9248
952,105,31,3,39,108,43,3.3870967741935485,1,11271
953,43,37,8,23,70,22,1.162162162162162,0,6647
954,88,28,7,39,103,24,3.142857142857143,1,11271
955,119,40,5,37,67,11,2.975,1,10693
956,64,17,9,40,82,14,3.764705882352941,1,11560
957,56,25,5,20,97,39,2.24,1,5780
958,113,24,3,30,47,31,4.708333333333333,1,8670
959,72,28,10,18,60,11,2.5714285714285716,1,5202
960,109,27,10,28,60,39,4.037037037037037,1,8092
961,101,28,5,24,100,13,3.607142857142857,1,6936
962,85,18,9,38,108,22,4.722222222222222,1,10982
963,28,38,9,22,53,21,0.7368421052631579,0,6358
964,54,37,10,19,108,17,1.4594594594594594,0,5491
965,110,25,7,19,72,39,4.4,1,5491
966,35,20,3,26,81,32,1.75,0,7514
967,77,38,8,27,74,31,2.026315789473684,1,7803
968,69,17,3,18,64,45,4.0588235294117645,1,5202
969,93,21,8,38,43,37,4.428571428571429,1,10982
970,81,31,5,32,60,38,2.6129032258064515,1,9248
971,53,33,3,31,97,15,1.606060606060606,0,8959
972,75,34,3,20,91,11,2.2058823529411766,1,5780
973,46,20,3,26,67,23,2.3,1,7514
974,83,28,4,28,106,10,2.9642857142857144,1,8092
975,78,28,4,30,90,41,2.7857142857142856,1,8670
976,85,26,7,32,83,39,3.269230769230769,1,9248
977,68,19,7,34,91,18,3.5789473684210527,1,9826
978,74,24,8,36,40,23,3.0833333333333335,1,10404
979,41,20,7,35,55,23,2.05,1,10115
980,54,17,8,36,51,37,3.176470588235294,1,10404
981,62,40,4,31,104,17,1.55,0,8959
982,38,36,6,25,64,19,1.0555555555555556,0,7225
983,99,33,5,29,101,26,3.0,1,8381
984,83,39,8,29,54,42,2.128205128205128,1,8381
985,52,18,8,33,96,38,2.888888888888889,1,9537
986,105,21,3,33,85,33,5.0,1,9537
987,93,37,4,37,96,43,2.5135135135135136,1,10693
988,21,33,8,38,45,12,0.6363636363636364,0,10982
989,119,18,4,30,70,39,6.611111111111111,1,8670
990,115,22,7,17,88,18,5.2272727272727275,1,4913
991,76,21,8,40,64,41,3.619047619047619,1,11560
992,66,39,9,22,69,13,1.6923076923076923,0,6358
993,36,28,3,18,79,10,1.2857142857142858,0,5202
994,43,31,7,37,89,42,1.3870967741935485,0,10693
995,54,14,7,32,85,39,3.857142857142857,1,9248
996,40,32,8,31,55,45,1.25,0,8959
997,75,16,7,37,103,40,4.6875,1,10693
998,49,38,4,22,50,29,1.2894736842105263,0,6358
999,35,22,6,22,72,41,1.5909090909090908,0,6358
1000,35,40,10,27,89,39,0.875,0,7803
1001,68,20,5,35,67,42,3.4,1,10115
1002,104,31,6,31,72,13,3.3548387096774195,1,8959
1003,104,21,5,26,61,40,4.9523809523809526,1,7514
1004,114,15,10,25,41,39,7.6,1,7225
1005,76,34,4,18,92,13,2.235294117647059,1,5202
1006,48,15,4,20,43,27,3.2,1,5780
1007,22,26,6,21,80,11,0.8461538461538461,0,6069
1008,119,29,10,31,40,31,4.103448275862069,1,8959
1009,59,17,6,27,48,34,3.4705882352941178,1,7803
